orderid,orderdate,ordertime,deliverytimeminutes,orderstatus,paymentmethod,customerid,customer_name,customer_city,restaurantid,restaurant_name,restaurant_city,cuisine,item_total_price,foodcost,deliveryfee,discount,couponcode,campaignname,gst,order_final_amount,customerrating,deliveryrating,foodrating,review,sentiment,temperature,rainfall,weathercondition
100083,2024-03-24,14:16:00,25,Cancelled,Net Banking,1228.0,Bimala Chanda,Hyderabad,620.0,Blue House,Kolkata,Sushi,,486.0,20.0,72.9,ZOM1GUJ8,Summer Splash,24.3,457.4,,,,,,,,
100084,2024-11-19,21:03:00,23,Delivered,UPI,7750.0,Neha Sachdeva,Patna,54.0,Golden Cafe,Surat,South Indian,,623.0,49.0,0.0,,,31.15,703.15,4.0,5.0,4.0,"Loved the taste, will order again.",Positive,29.0,55.3,Clear
100085,2023-08-16,20:57:00,31,Delivered,Cash on Delivery,237.0,Ubika Balay,Chandigarh,,,,,,392.0,0.0,0.0,,,19.6,411.6,5.0,5.0,5.0,Delivery partner was very polite.,Positive,,,
100086,2023-04-15,12:05:00,33,Delivered,Credit Card,10553.0,Saanvi Badami,Pune,871.0, Tasty Grill  ,Indore,Healthy Food,,212.0,30.0,0.0,,,10.6,252.6,2.0,2.0,3.0,Wrong item delivered.,Negative,26.5,,Clear
100087,2023-07-03,12:51:00,61,Delivered Late,Debit Card,2747.0,Caleb Ghosh,Nagpur,379.0,Curry Kitchen,Visakhapatnam,North Indian,,261.0,40.0,0.0,,,13.05,314.05,,,,,,,,
100088,2024-03-10,15:02:00,48,Cancelled,Credit Card,7788.0,Maanav Bakshi,Indore,45.0,Spicy Cafe,Hyderabad,South Indian,,444.0,30.0,0.0,,,22.2,496.2,,,,,,,,
100089,2024-12-30,20:51:00,27,Delivered,Credit Card,5309.0,Ekta Dave,Guwahati,903.0,Curry Bites,Delhi,Desserts,,429.0,20.0,0.0,,,21.45,470.45,3.0,3.0,2.0,,Neutral,20.8,0.0,Rainy
100089,2024-12-30,20:51:00,27,Delivered,Credit Card,5309.0,Ekta Dave,Guwahati,903.0,Curry Bites,Delhi,Desserts,,429.0,20.0,0.0,,,21.45,470.45,3.0,3.0,2.0,,Neutral,25.1,0.0,Stormy
100089,2024-12-30,20:51:00,27,Delivered,Credit Card,5309.0,Ekta Dave,Guwahati,903.0,Curry Bites,Delhi,Desserts,,429.0,20.0,0.0,,,21.45,470.45,3.0,3.0,2.0,,Neutral,16.5,0.0,Clear
100090,2024-08-29,14:01:00,35,Delivered,Net Banking,1364.0,Benjamin Bhakta,Surat,971.0,Urban Hub,Raipur,Street Food,,317.0,0.0,0.0,,,15.85,332.85,5.0,5.0,4.0,Amazing experience overall.,Positive,,,
100091,2024-03-03,19:50:00,48,Cancelled,Cash on Delivery,2671.0,Simon Bakshi,Patna,292.0,Blue Treats,Surat,BBQ,,394.0,20.0,0.0,,,19.7,433.7,,,,,,,,
100092,2023-01-23,15:58:00,30,Delivered,Wallet,6334.0,Aarnav Chakraborty,Nashik,275.0,Blue Point,Ludhiana,Desserts,,603.0,30.0,0.0,,,30.15,663.15,,,,,,,,
100093,2023-04-19,13:03:00,8,Delivered,Cash on Delivery,5598.0,Sachi Mutti,Jaipur,373.0,Urban Hub,Bhopal,Seafood,,292.0,49.0,0.0,,,14.6,355.6,4.0,5.0,4.0,Packaging was excellent and food was hot.,Positive,37.9,0.1,Cloudy
100093,2023-04-19,13:03:00,8,Delivered,Cash on Delivery,5598.0,Sachi Mutti,Jaipur,373.0,Urban Hub,Bhopal,Seafood,,292.0,49.0,0.0,,,14.6,355.6,4.0,5.0,4.0,Packaging was excellent and food was hot.,Positive,28.6,8.8,Clear
100093,2023-04-19,13:03:00,8,Delivered,Cash on Delivery,5598.0,Sachi Mutti,Jaipur,373.0,Urban Hub,Bhopal,Seafood,,292.0,49.0,0.0,,,14.6,355.6,4.0,5.0,4.0,Packaging was excellent and food was hot.,Positive,31.8,2.0,Humid
100094,2023-12-12,13:39:00,24,Delivered,Credit Card,10818.0,Zaitra Mittal,Delhi,254.0,Curry Grill,Pune,Healthy Food,,292.0,49.0,58.4,ZOMQ052J,Festive Feast,14.6,297.2,2.0,2.0,3.0,Food arrived cold and late.,Negative,14.3,0.9,Humid
100094,2023-12-12,13:39:00,24,Delivered,Credit Card,10818.0,Zaitra Mittal,Delhi,254.0,Curry Grill,Pune,Healthy Food,,292.0,49.0,58.4,ZOMQ052J,Festive Feast,14.6,297.2,2.0,2.0,3.0,Food arrived cold and late.,Negative,14.9,0.0,Humid
100095,2024-12-27,08:17:00,37,Cancelled,Cash on Delivery,11506.0,Naksh Sagar,Raipur,691.0,Tasty Kitchen,Nashik,Fast Food,,323.0,25.0,96.9,ZOMZ8XAW,Payday Delight,16.15,267.25,,,,,,,,
100096,2024-05-26,20:04:00,33,Cancelled,Wallet,11306.0,Bishakha Banerjee,Patna,1163.0,Royal Kitchen,Chandigarh,BBQ,,408.0,49.0,0.0,,,20.4,477.4,,,,,,,,
100097,2024-12-02,17:48:00,32,Food Not Delivered,Wallet,4391.0,Tanveer Dalal,Kochi,420.0,The Grill,Ludhiana,Burgers,,411.0,25.0,0.0,,,20.55,456.55,5.0,4.0,5.0,Best biryani in town!,Positive,,,
100098,2024-10-04,11:57:00,8,Delivered,Debit Card,5883.0,Oscar Nath,Pune,732.0,Spicy House,Delhi,BBQ,,411.0,40.0,123.3,ZOMHEH0W,Late Night Cravings,20.55,348.25,2.0,1.0,2.0,Order was incomplete.,Negative,,,
100099,2024-06-20,19:01:00,32,Delivered,Net Banking,5386.0,Yasti Venkataraman,Bhubaneswar,934.0,golden grill,Vadodara,Fast Food,,336.0,20.0,0.0,,,16.8,372.8,3.0,3.0,4.0,,Neutral,24.8,67.9,Clear
100099,2024-06-20,19:01:00,32,Delivered,Net Banking,5386.0,Yasti Venkataraman,Bhubaneswar,934.0,golden grill,Vadodara,Fast Food,,336.0,20.0,0.0,,,16.8,372.8,3.0,3.0,4.0,,Neutral,24.2,5.6,Clear
100099,2024-06-20,19:01:00,32,Delivered,Net Banking,5386.0,Yasti Venkataraman,Bhubaneswar,934.0,golden grill,Vadodara,Fast Food,,336.0,20.0,0.0,,,16.8,372.8,3.0,3.0,4.0,,Neutral,24.0,426.3,Clear
100099,2024-06-20,19:01:00,32,Delivered,Net Banking,5386.0,Yasti Venkataraman,Bhubaneswar,934.0,golden grill,Vadodara,Fast Food,,336.0,20.0,0.0,,,16.8,372.8,3.0,3.0,4.0,,Neutral,32.7,752.3,Clear
100100,2023-05-02,01:57:00,31,Cancelled,Net Banking,6916.0,Daniel Gour,Delhi,1088.0,Spicy Kitchen,Chandigarh,Pizza,,325.0,20.0,32.5,ZOMQJT3W,First Order Free Delivery,16.25,328.75,,,,,,,,
100101,2024-02-02,10:03:00,28,Delivered,Cash on Delivery,4530.0,Dhriti Gour,Kochi,786.0,The Hub,Mumbai,Mughlai,,492.0,0.0,0.0,,,24.6,516.6,2.0,3.0,2.0,Quality was not up to the mark.,Negative,22.2,8.3,Clear
100102,2024-02-15,03:23:00,40,Delivered,Net Banking,7247.0,Gaurangi Chaudhari,Pune,11.0,Urban Point,Jaipur,Bakery,,732.0,49.0,0.0,,,36.6,817.6,3.0,2.0,3.0,Delivery was on time but food was mediocre.,Neutral,21.7,2.3,Cloudy
100102,2024-02-15,03:23:00,40,Delivered,Net Banking,7247.0,Gaurangi Chaudhari,Pune,11.0,Urban Point,Jaipur,Bakery,,732.0,49.0,0.0,,,36.6,817.6,3.0,2.0,3.0,Delivery was on time but food was mediocre.,Neutral,23.2,4.6,Cloudy
100103,2024-08-02,16:19:00,31,Delivered,Wallet,4698.0,Aahana Vora,Pune,688.0,The Bites,Bhubaneswar,Continental,,378.0,20.0,0.0,,,18.9,416.9,2.0,3.0,2.0,,Negative,18.3,3.3,Foggy
100103,2024-08-02,16:19:00,31,Delivered,Wallet,4698.0,Aahana Vora,Pune,688.0,The Bites,Bhubaneswar,Continental,,378.0,20.0,0.0,,,18.9,416.9,2.0,3.0,2.0,,Negative,26.7,231.7,Humid
100104,2023-03-21,21:54:00,24,Delivered,Credit Card,4094.0,Zayyan Pant,Bhubaneswar,19.0,Green Cafe,Ahmedabad,Mughlai,,366.0,30.0,0.0,,,18.3,414.3,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,,,
100105,2023-04-08,14:24:00,36,Cancelled,UPI,11441.0,Charvi Gupta,Kolkata,180.0,Golden Cafe,Guwahati,Mughlai,,364.0,49.0,0.0,,,18.2,431.2,,,,,,35.3,0.0,Humid
100106,2024-03-25,04:57:00,69,Delivered Late,Cash on Delivery,11400.0,Dakshesh Hayre,Nagpur,151.0,Royal Bites,Chennai,Italian,,472.0,0.0,0.0,,,23.6,495.6,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,30.2,5.6,Cloudy
100107,2023-04-28,16:43:00,19,Delivered,Debit Card,2519.0,Hredhaan Ghosh,Delhi,851.0,Green Cafe,Visakhapatnam,Burgers,,336.0,20.0,0.0,,,16.8,372.8,5.0,4.0,5.0,Delivery partner was very polite.,Positive,31.0,32.3,Rainy
100108,2024-04-08,16:33:00,50,Food Not Delivered,Debit Card,723.0,Umang Datta,Chandigarh,1097.0,Curry Point,Guwahati,BBQ,,272.0,0.0,54.4,ZOM5H7Z1,Mega Cashback Week,13.6,231.2,1.0,1.0,2.0,,Negative,,,
100109,2023-10-25,09:07:00,37,Delivered,Credit Card,11332.0,Brijesh Prabhakar,Indore,21.0,Tasty Treats,Bhopal,Mexican,,523.0,40.0,0.0,,,26.15,589.15,,,,,,27.5,,Clear
100110,2023-05-05,10:41:00,34,Delivered,Net Banking,8554.0,Onveer Boase,Surat,873.0,Grand Bites,Bengaluru,Desserts,,258.0,0.0,0.0,,,12.9,270.9,4.0,3.0,4.0,Amazing experience overall.,Positive,28.2,12.9,Cloudy
100111,2023-06-03,21:22:00,28,Delivered,Net Banking,5779.0,Radhika Srivastava,Nashik,260.0,Grand Grill,Nagpur,Bakery,,179.0,40.0,0.0,,,8.95,227.95,5.0,5.0,5.0,Packaging was excellent and food was hot.,Positive,26.0,16.2,Rainy
100112,2023-08-30,20:56:00,30,Food Not Delivered,Debit Card,4549.0,reva pathak,Mumbai,1052.0,Urban Treats,Chandigarh,Street Food,,340.0,20.0,0.0,,,17.0,377.0,2.0,1.0,3.0,Delivery took way too long.,Negative,32.0,150.7,Clear
100112,2023-08-30,20:56:00,30,Food Not Delivered,Debit Card,4549.0,reva pathak,Mumbai,1052.0,Urban Treats,Chandigarh,Street Food,,340.0,20.0,0.0,,,17.0,377.0,2.0,1.0,3.0,Delivery took way too long.,Negative,30.3,67.4,Cloudy
100112,2023-08-30,20:56:00,30,Food Not Delivered,Debit Card,4549.0,reva pathak,Mumbai,1052.0,Urban Treats,Chandigarh,Street Food,,340.0,20.0,0.0,,,17.0,377.0,2.0,1.0,3.0,Delivery took way too long.,Negative,29.0,118.6,Rainy
100112,2023-08-30,20:56:00,30,Food Not Delivered,Debit Card,4549.0,reva pathak,Mumbai,1052.0,Urban Treats,Chandigarh,Street Food,,340.0,20.0,0.0,,,17.0,377.0,2.0,1.0,3.0,Delivery took way too long.,Negative,22.2,145.6,Cloudy
100113,2023-02-19,09:20:00,19,Cancelled,Credit Card,1960.0,Ekani Ranganathan,Mumbai,90.0,Blue Kitchen,Visakhapatnam,BBQ,,533.0,0.0,159.9,ZOMC0WRD,Mega Cashback Week,26.65,399.75,,,,,,19.7,0.0,Humid
100114,2024-02-26,17:55:00,20,Cancelled,Cash on Delivery,11450.0,Nandini Modi,Ludhiana,479.0,Urban Cafe,Mumbai,BBQ,,241.0,49.0,0.0,,,12.05,302.05,,,,,,19.4,3.8,Cloudy
100115,2024-04-18,14:52:00,35,Delivered,Net Banking,4220.0,Aarna Choudhary,Hyderabad,,,,,,182.0,30.0,0.0,,,9.1,221.1,5.0,5.0,5.0,Delivery partner was very polite.,Positive,,,
100116,2023-08-23,20:39:00,41,Delivered,Wallet,2028.0,Madhav Sandhu,Coimbatore,92.0,Tasty Diner,Chandigarh,Sushi,,123.0,25.0,0.0,,,6.15,154.15,5.0,5.0,4.0,Great food and fast delivery!,Positive,,,
100117,2023-05-07,18:11:00,34,Cancelled,Net Banking,10569.0,Deepa Vyas,Kolkata,1074.0,Urban Cafe,Ahmedabad,South Indian,,340.0,25.0,0.0,,,17.0,382.0,,,,,,32.6,0.8,Humid
100118,2023-04-08,06:31:00,46,Delivered Late,Cash on Delivery,11722.0,Jack Sani,Guwahati,469.0,Royal Treats,Nashik,Fast Food,,431.0,25.0,43.1,ZOMSQ890,Festive Feast,21.55,434.45,3.0,2.0,2.0,,Neutral,,,
100119,2023-09-22,20:13:00,32,Delivered,Wallet,8772.0,Chaitanya Ratti,Raipur,509.0,Tasty Cafe,Guwahati,Mughlai,,545.0,40.0,0.0,,,27.25,612.25,4.0,4.0,3.0,"Loved the taste, will order again.",Positive,22.8,28.0,Humid
100120,2023-11-01,17:39:00,287,Delivered,Credit Card,5843.0,Chanakya Bobal,Bhopal,1.0,Curry Cafe,Vadodara,Healthy Food,,475.0,40.0,0.0,,,23.75,538.75,3.0,4.0,3.0,,Neutral,,,
100121,2023-07-31,17:10:00,36,Delivered,Cash on Delivery,6988.0,Shivansh Sethi,Nashik,1054.0,Royal Diner,Delhi,Italian,,426.0,20.0,213.0,ZOMKXZZW,Republic Day Offer,21.3,254.3,4.0,4.0,4.0,Packaging was excellent and food was hot.,Positive,29.0,46.8,Humid
100121,2023-07-31,17:10:00,36,Delivered,Cash on Delivery,6988.0,Shivansh Sethi,Nashik,1054.0,Royal Diner,Delhi,Italian,,426.0,20.0,213.0,ZOMKXZZW,Republic Day Offer,21.3,254.3,4.0,4.0,4.0,Packaging was excellent and food was hot.,Positive,26.4,134.5,Clear
100122,2024-11-04,20:37:00,24,Delivered,Credit Card,9246.0,Jai Konda,Kochi,1181.0, Golden Treats  ,Coimbatore,Sushi,,419.0,25.0,0.0,,,20.95,464.95,3.0,2.0,3.0,,Neutral,34.9,12.6,Clear
100122,2024-11-04,20:37:00,24,Delivered,Credit Card,9246.0,Jai Konda,Kochi,1181.0, Golden Treats  ,Coimbatore,Sushi,,419.0,25.0,0.0,,,20.95,464.95,3.0,2.0,3.0,,Neutral,33.8,1.1,Humid
100123,2023-08-19,21:42:00,30,Delivered,Debit Card,11231.0,Indrajit Virk,Delhi,490.0,Green Corner,Guwahati,Sushi,,449.0,25.0,179.6,ZOMPY36Z,Mega Cashback Week,22.45,,1.0,2.0,1.0,Wrong item delivered.,Negative,31.9,0.0,Cloudy
100123,2023-08-19,21:42:00,30,Delivered,Debit Card,11231.0,Indrajit Virk,Delhi,490.0,Green Corner,Guwahati,Sushi,,449.0,25.0,179.6,ZOMPY36Z,Mega Cashback Week,22.45,,1.0,2.0,1.0,Wrong item delivered.,Negative,20.4,102.7,Clear
100123,2023-08-19,21:42:00,30,Delivered,Debit Card,11231.0,Indrajit Virk,Delhi,490.0,Green Corner,Guwahati,Sushi,,449.0,25.0,179.6,ZOMPY36Z,Mega Cashback Week,22.45,,1.0,2.0,1.0,Wrong item delivered.,Negative,35.2,212.7,Rainy
100123,2023-08-19,21:42:00,30,Delivered,Debit Card,11231.0,Indrajit Virk,Delhi,490.0,Green Corner,Guwahati,Sushi,,449.0,25.0,179.6,ZOMPY36Z,Mega Cashback Week,22.45,,1.0,2.0,1.0,Wrong item delivered.,Negative,32.9,271.2,Clear
100124,2024-04-22,10:36:00,12,Delivered,Wallet,4810.0,Girindra Tak,Coimbatore,776.0,Spicy Corner,Chennai,BBQ,,480.0,25.0,0.0,,,24.0,529.0,,,,,,,,
100125,2024-07-30,08:54:00,37,Delivered,Net Banking,3395.0,Girindra Borah,Raipur,255.0,Tasty Corner,Kochi,BBQ,,145.0,40.0,0.0,,,7.25,192.25,2.0,1.0,2.0,Very disappointed with the service.,Negative,24.3,73.4,Clear
100125,2024-07-30,08:54:00,37,Delivered,Net Banking,3395.0,Girindra Borah,Raipur,255.0,Tasty Corner,Kochi,BBQ,,145.0,40.0,0.0,,,7.25,192.25,2.0,1.0,2.0,Very disappointed with the service.,Negative,27.6,,Humid
100126,2023-05-03,21:46:00,42,Delivered,Cash on Delivery,7339.0,Niharika Dewan,Kolkata,436.0,Spicy Kitchen,Indore,Pizza,,678.0,40.0,0.0,,,33.9,751.9,2.0,1.0,1.0,Very disappointed with the service.,Negative,,,
100127,2024-08-28,14:21:00,17,Delivered,Debit Card,2701.0,Dayita Ranganathan,Chennai,757.0,Spicy Diner,Mumbai,Street Food,,270.0,20.0,0.0,,,13.5,303.5,4.0,4.0,5.0,"Loved the taste, will order again.",Positive,,,
100128,2024-09-11,13:37:00,64,Delivered Late,Wallet,11389.0,Idika Tank,Ahmedabad,1008.0,Spicy Kitchen,Surat,Fast Food,,498.0,40.0,149.4,ZOMU4HH3,Republic Day Offer,24.9,413.5,2.0,2.0,1.0,Food arrived cold and late.,Negative,24.0,18.5,Foggy
100129,2024-06-16,11:51:00,35,Delivered,Wallet,1540.0,Chaitaly Srinivas,Chennai,989.0,Golden Diner,Guwahati,South Indian,,474.0,40.0,0.0,,,23.7,537.7,1.0,1.0,1.0,Food arrived cold and late.,Negative,32.3,0.0,Cloudy
100129,2024-06-16,11:51:00,35,Delivered,Wallet,1540.0,Chaitaly Srinivas,Chennai,989.0,Golden Diner,Guwahati,South Indian,,474.0,40.0,0.0,,,23.7,537.7,1.0,1.0,1.0,Food arrived cold and late.,Negative,25.6,2.4,Foggy
100129,2024-06-16,11:51:00,35,Delivered,Wallet,1540.0,Chaitaly Srinivas,Chennai,989.0,Golden Diner,Guwahati,South Indian,,474.0,40.0,0.0,,,23.7,537.7,1.0,1.0,1.0,Food arrived cold and late.,Negative,33.6,33.2,Humid
100130,2024-11-21,02:43:00,63,Delivered,Cash on Delivery,6840.0,Tanveer Dube,Bhopal,617.0,Spicy Corner,Mumbai,Italian,,384.0,0.0,0.0,,,19.2,403.2,3.0,2.0,4.0,Delivery was on time but food was mediocre.,Neutral,24.5,29.0,Humid
100130,2024-11-21,02:43:00,63,Delivered,Cash on Delivery,6840.0,Tanveer Dube,Bhopal,617.0,Spicy Corner,Mumbai,Italian,,384.0,0.0,0.0,,,19.2,403.2,3.0,2.0,4.0,Delivery was on time but food was mediocre.,Neutral,22.7,26.0,Cloudy
100131,2023-10-24,13:49:00,32,Delivered,Credit Card,5256.0,Anika Bahl,Nagpur,535.0,Curry Cafe,Ahmedabad,South Indian,,379.0,30.0,37.9,ZOMGYKCZ,Monsoon Munchies,18.95,390.05,3.0,3.0,3.0,"Food was okay, nothing special.",Neutral,,,
100132,2024-10-08,12:09:00,28,Delivered,Net Banking,6521.0,Onkar Parekh,Coimbatore,873.0,Grand Bites,Bengaluru,Desserts,,360.0,0.0,0.0,,,18.0,378.0,4.0,5.0,3.0,Delivery partner was very polite.,Positive,,,
100133,2024-06-23,18:56:00,30,Delivered,Wallet,5367.0,Bahadurjit Hari,Coimbatore,729.0,Curry Kitchen,Guwahati,South Indian,,538.0,30.0,0.0,,,26.9,594.9,5.0,5.0,5.0,Best biryani in town!,Positive,,,
100134,2024-10-08,10:34:00,36,Delivered,Wallet,673.0,Rachana Mital,Indore,892.0,Blue Kitchen,Nagpur,Street Food,,481.0,49.0,0.0,,,24.05,554.05,4.0,4.0,5.0,Best biryani in town!,Positive,,,
100135,2023-05-04,14:33:00,38,Delivered,Wallet,5774.0,Amrita Chahal,Ahmedabad,513.0,The Point,Chandigarh,Street Food,,575.0,20.0,0.0,,,28.75,623.75,5.0,5.0,5.0,Amazing experience overall.,Positive,35.1,0.0,Clear
100136,2023-01-08,13:36:00,20,Delivered,Debit Card,11954.0,Forum Doshi,Hyderabad,523.0,Spicy House,Jaipur,Biryani,,185.0,20.0,0.0,,,9.25,214.25,,,,,,23.6,9.8,Rainy
100136,2023-01-08,13:36:00,20,Delivered,Debit Card,11954.0,Forum Doshi,Hyderabad,523.0,Spicy House,Jaipur,Biryani,,185.0,20.0,0.0,,,9.25,214.25,,,,,,14.8,2.8,Rainy
100137,2024-03-09,10:56:00,27,Delivered,Credit Card,6613.0,Vasana Srivastava,Guwahati,1173.0,Curry Kitchen,Ahmedabad,Mughlai,,605.0,30.0,151.25,ZOMRPA7Q,Great Indian Food Fest,30.25,514.0,4.0,4.0,4.0,Amazing experience overall.,Positive,31.9,3.3,Clear
100138,2024-09-12,20:42:00,27,Delivered,Credit Card,2238.0,Manthan Bobal,Visakhapatnam,1185.0,GOLDEN CORNER,Coimbatore,Pizza,,168.0,20.0,0.0,,,8.4,196.4,5.0,5.0,5.0,Amazing experience overall.,Positive,,,
100139,2024-04-20,13:57:00,19,Cancelled,UPI,9165.0,Daksha Kala,Visakhapatnam,734.0,Grand Point,Ahmedabad,Mexican,,582.0,40.0,174.6,ZOMRS384,Payday Delight,29.1,476.5,,,,,,,,
100140,2023-02-24,07:46:00,27,Cancelled,Credit Card,695.0,Ryan Guha,Indore,1124.0,Spicy Bites,Indore,Desserts,,241.0,49.0,0.0,,,12.05,302.05,,,,,,19.7,3.8,Stormy
100140,2023-02-24,07:46:00,27,Cancelled,Credit Card,695.0,Ryan Guha,Indore,1124.0,Spicy Bites,Indore,Desserts,,241.0,49.0,0.0,,,12.05,302.05,,,,,,17.1,2.0,Clear
100141,2023-11-19,00:00:00,41,Delivered Late,UPI,1119.0,Nidhi Manne,Kolkata,283.0,SPICY GRILL,Indore,Bakery,,179.0,49.0,0.0,,,8.95,236.95,5.0,5.0,5.0,Great food and fast delivery!,Positive,25.1,0.0,Rainy
100142,2024-04-27,08:39:00,29,Delivered,Debit Card,11899.0,Vyanjana Suri,Mumbai,1180.0,Spicy Corner,Ludhiana,Pizza,,137.0,25.0,54.8,ZOMX4BZ5,Festive Feast,6.85,114.05,3.0,2.0,3.0,,Neutral,35.0,0.0,Cloudy
100143,2024-12-07,09:09:00,27,Food Not Delivered,Net Banking,11019.0,Suhani Mukhopadhyay,Nagpur,,,,,,323.0,20.0,0.0,,,16.15,359.15,5.0,5.0,5.0,Amazing experience overall.,Positive,,,
100144,2023-04-15,11:52:00,46,Cancelled,Cash on Delivery,3446.0,Netra Sandal,Kochi,994.0,Golden Corner,Bhubaneswar,Continental,,115.0,40.0,57.5,ZOMPN5KJ,Republic Day Offer,5.75,103.25,,,,,,59.9,7.9,Cloudy
100145,2023-12-31,18:54:00,36,Delivered,UPI,9962.0,Sarthak Sidhu,Patna,908.0, The Treats  ,Vadodara,Biryani,,167.0,30.0,0.0,,,8.35,205.35,,,,,,18.7,5.3,Humid
100145,2023-12-31,18:54:00,36,Delivered,UPI,9962.0,Sarthak Sidhu,Patna,908.0, The Treats  ,Vadodara,Biryani,,167.0,30.0,0.0,,,8.35,205.35,,,,,,12.9,0.7,Humid
100145,2023-12-31,18:54:00,36,Delivered,UPI,9962.0,Sarthak Sidhu,Patna,908.0, The Treats  ,Vadodara,Biryani,,167.0,30.0,0.0,,,8.35,205.35,,,,,,19.7,0.1,Rainy
100146,2023-12-26,18:34:00,40,Delivered,Credit Card,2984.0,Widisha Subramanian,Mumbai,,,,,,208.0,0.0,20.8,ZOMZ6A0H,Festive Feast,10.4,197.6,3.0,4.0,2.0,"Food was okay, nothing special.",Neutral,,,
100147,2024-10-08,10:53:00,25,Delivered,Wallet,11346.0,OWEN THAKUR,Surat,645.0,Tasty Cafe,Lucknow,Burgers,,532.0,40.0,0.0,,,26.6,,5.0,5.0,5.0,Great food and fast delivery!,Positive,17.5,321.8,Clear
100148,2024-07-28,10:19:00,40,Delivered,Wallet,5319.0,Nathaniel Sengupta,Lucknow,869.0,Golden Point,Chennai,BBQ,,72.0,40.0,0.0,,,3.6,115.6,3.0,4.0,3.0,"Food was okay, nothing special.",Neutral,30.3,218.1,Clear
100148,2024-07-28,10:19:00,40,Delivered,Wallet,5319.0,Nathaniel Sengupta,Lucknow,869.0,Golden Point,Chennai,BBQ,,72.0,40.0,0.0,,,3.6,115.6,3.0,4.0,3.0,"Food was okay, nothing special.",Neutral,29.7,36.3,Rainy
100148,2024-07-28,10:19:00,40,Delivered,Wallet,5319.0,Nathaniel Sengupta,Lucknow,869.0,Golden Point,Chennai,BBQ,,72.0,40.0,0.0,,,3.6,115.6,5.0,5.0,4.0,Amazing experience overall.,Positive,30.3,218.1,Clear
100148,2024-07-28,10:19:00,40,Delivered,Wallet,5319.0,Nathaniel Sengupta,Lucknow,869.0,Golden Point,Chennai,BBQ,,72.0,40.0,0.0,,,3.6,115.6,5.0,5.0,4.0,Amazing experience overall.,Positive,29.7,36.3,Rainy
100149,2023-08-26,10:49:00,38,Cancelled,Debit Card,3353.0,BALVEER RANGANATHAN,Ahmedabad,690.0,The House,Bengaluru,Sushi,,680.0,30.0,204.0,ZOMRQDS6,App Exclusive Deal,34.0,540.0,,,,,,23.3,0.0,Rainy
100149,2023-08-26,10:49:00,38,Cancelled,Debit Card,3353.0,BALVEER RANGANATHAN,Ahmedabad,690.0,The House,Bengaluru,Sushi,,680.0,30.0,204.0,ZOMRQDS6,App Exclusive Deal,34.0,540.0,,,,,,24.8,146.8,Foggy
100150,2023-03-07,18:35:00,42,Delivered,Cash on Delivery,526.0,Dhriti Thakur,Bhopal,184.0,Urban Treats,Kolkata,Thai,,405.0,25.0,60.75,ZOMV49ZD,First Order Free Delivery,20.25,389.5,5.0,4.0,4.0,Amazing experience overall.,Positive,35.3,8.1,Humid
100150,2023-03-07,18:35:00,42,Delivered,Cash on Delivery,526.0,Dhriti Thakur,Bhopal,184.0,Urban Treats,Kolkata,Thai,,405.0,25.0,60.75,ZOMV49ZD,First Order Free Delivery,20.25,389.5,5.0,4.0,4.0,Amazing experience overall.,Positive,26.5,0.6,Stormy
100151,2024-05-25,15:06:00,25,Delivered,Wallet,6722.0,Kiaan Loyal,Coimbatore,1027.0,Spicy House,Kolkata,Continental,,502.0,49.0,0.0,,,25.1,576.1,2.0,3.0,2.0,Food arrived cold and late.,Negative,39.4,1.5,Foggy
100152,2024-10-28,17:24:00,69,Delivered Late,Credit Card,3826.0,Kritika Balan,Indore,368.0,Golden Corner,Ahmedabad,Street Food,,274.0,0.0,0.0,,,13.7,287.7,5.0,5.0,5.0,Amazing experience overall.,Positive,19.5,0.0,Cloudy
100152,2024-10-28,17:24:00,69,Delivered Late,Credit Card,3826.0,Kritika Balan,Indore,368.0,Golden Corner,Ahmedabad,Street Food,,274.0,0.0,0.0,,,13.7,287.7,5.0,5.0,5.0,Amazing experience overall.,Positive,24.7,13.2,Clear
100152,2024-10-28,17:24:00,69,Delivered Late,Credit Card,3826.0,Kritika Balan,Indore,368.0,Golden Corner,Ahmedabad,Street Food,,274.0,0.0,0.0,,,13.7,287.7,5.0,5.0,5.0,Amazing experience overall.,Positive,29.9,16.8,Foggy
100153,2024-05-30,04:21:00,80,Delivered Late,Cash on Delivery,7593.0,Qarin Goel,Chennai,670.0,Green Corner,Chennai,South Indian,,356.0,0.0,0.0,,,17.8,373.8,,,,,,,,
100154,2023-03-10,09:15:00,41,Delivered,Net Banking,2829.0,Ekiya Rattan,Lucknow,,,,,,267.0,30.0,0.0,,,13.35,310.35,,,,,,,,
100155,2024-07-06,17:40:00,32,Delivered,Net Banking,8824.0,Bakhshi Ray,Patna,1196.0,Grand Kitchen,Guwahati,Thai,,434.0,30.0,130.2,ZOMMGPV6,Festive Feast,21.7,355.5,,,,,,,,
100156,2024-02-16,18:38:00,40,Food Not Delivered,Debit Card,10397.0,Rajeshri Kurian,Bhopal,176.0,The Corner,Visakhapatnam,Healthy Food,,568.0,25.0,0.0,,,28.4,621.4,3.0,4.0,2.0,,Neutral,23.4,0.9,Clear
