"orderid","orderdate","ordertime","deliverytimeminutes","orderstatus","paymentmethod","customerid","customer_name","customer_city","restaurantid","restaurant_name","restaurant_city","cuisine","orderitemid","fooditemid","foodname","food_category","quantity","unitprice","item_total_price","foodcost","deliveryfee","discount","couponcode","campaignname","gst","order_final_amount","customerrating","deliveryrating","foodrating","review","sentiment","temperature","rainfall","weathercondition"
100063,"2024-01-14","18:51:00",31,"Cancelled","Net Banking",271,"Ayush Gill","Hyderabad",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,637.00,30.00,0.00,NULL,NULL,31.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100064,"2024-05-19","14:53:00",38,"Food Not Delivered","UPI",10870,"Rajata Ramachandran","Kochi",457,"URBAN TREATS","Vadodara","Seafood",NULL,NULL,NULL,NULL,NULL,NULL,NULL,509.00,40.00,0.00,NULL,NULL,25.45,574.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100065,"2024-08-27","16:25:00",28,"Cancelled","Cash on Delivery",8329,"Darsh Wali","Bhubaneswar",226,"Golden House","Chandigarh","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,455.00,25.00,136.50,"ZOMX39VU","App Exclusive Deal",22.75,366.25,NULL,NULL,NULL,NULL,NULL,24.00,278.50,"Clear"
100066,"2024-01-10","08:32:00",22,"Delivered","Wallet",7808,"Chameli Sood","Ludhiana",514,"Green Point","Chennai","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,220.00,0.00,0.00,NULL,NULL,11.00,231.00,5,5,4,"Best biryani in town!","Positive",NULL,NULL,NULL
100067,"2024-10-29","20:23:00",37,"Delivered","Wallet",10083,"Amrita Mammen","Raipur",86,"Spicy Grill","Delhi","North Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,258.00,30.00,0.00,NULL,NULL,12.90,300.90,2,1,2,"Very disappointed with the service.","Negative",24.50,0.00,"Rainy"
100068,"2023-02-16","10:21:00",76,"Delivered Late","Wallet",2979,"Balvan Barad","Chandigarh",1055,"Royal Corner","Lucknow","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,501.00,40.00,0.00,NULL,NULL,25.05,566.05,5,4,5,"Loved the taste, will order again.","Positive",22.80,2.20,"Stormy"
100068,"2023-02-16","10:21:00",76,"Delivered Late","Wallet",2979,"Balvan Barad","Chandigarh",1055,"Royal Corner","Lucknow","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,501.00,40.00,0.00,NULL,NULL,25.05,566.05,5,4,5,"Loved the taste, will order again.","Positive",19.50,0.00,"Cloudy"
100069,"2024-11-17","14:12:00",52,"Delivered","Debit Card",1618,"Timothy Contractor","Patna",107,"Golden Kitchen","Vadodara","Seafood",NULL,NULL,NULL,NULL,NULL,NULL,NULL,292.00,0.00,116.80,"ZOMLKP3Q","Summer Splash",14.60,189.80,2,3,1,"Order was incomplete.","Negative",NULL,NULL,NULL
100070,"2023-06-30","21:02:00",30,"Cancelled","UPI",2484,"Ishita Naik","Ludhiana",800,"Grand Kitchen","Chandigarh","North Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,623.00,40.00,62.30,"ZOMBCPD6","Late Night Cravings",31.15,631.85,NULL,NULL,NULL,NULL,NULL,26.30,86.30,"Clear"
100071,"2024-10-13","15:25:00",35,"Cancelled","Cash on Delivery",10569,"Deepa Vyas","Kolkata",583,"Green Treats","Hyderabad","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,248.00,30.00,0.00,NULL,NULL,12.40,290.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100072,"2024-02-06","19:40:00",37,"Delivered","UPI",1673,"waida magar","Hyderabad",370,"Spicy Cafe","Chandigarh","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,582.00,40.00,116.40,"ZOMH1BSF","Monsoon Munchies",29.10,534.70,4,4,5,"Packaging was excellent and food was hot.","Positive",NULL,NULL,NULL
100073,"2023-10-03","20:17:00",31,"Delivered","Credit Card",10361,"Prisha Bobal","Bhopal",238,"Blue Bites","Indore","Seafood",NULL,NULL,NULL,NULL,NULL,NULL,NULL,469.00,0.00,0.00,NULL,NULL,23.45,492.45,3,3,3,"Delivery was on time but food was mediocre.","Neutral",34.30,1.10,"Foggy"
100074,"2024-06-21","12:48:00",49,"Delivered","Net Banking",8052,"Agastya Mishra","Raipur",704,"Urban Grill","Ludhiana","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,453.00,0.00,0.00,NULL,NULL,22.65,475.65,5,4,4,"Packaging was excellent and food was hot.","Positive",NULL,NULL,NULL
100075,"2023-05-21","12:33:00",35,"Delivered","Wallet",8357,"Yashasvi Kale","Ludhiana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,341.00,25.00,0.00,NULL,NULL,17.05,383.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100076,"2023-10-06","17:24:00",72,"Delivered Late","Wallet",11714,"bhavani ram","Raipur",268,"The House","Surat","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,420.00,25.00,168.00,"ZOMU9ASQ","Summer Splash",21.00,298.00,3,2,4,"Delivery was on time but food was mediocre.","Neutral",28.30,20.10,"Clear"
100077,"2024-05-27","17:37:00",15,"Delivered","UPI",6553,"Saumya Narayan","Jaipur",817,"Royal Diner","Pune","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,154.00,49.00,30.80,"ZOMPD2W4","New User Special",7.70,179.90,2,3,3,"Delivery took way too long.","Negative",NULL,NULL,NULL
100078,"2023-10-29","21:32:00",35,"Food Not Delivered","UPI",4598,"Samar Ranganathan","Delhi",952,"The Kitchen","Guwahati","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,216.00,20.00,0.00,NULL,NULL,10.80,246.80,5,5,4,"Loved the taste, will order again.","Positive",NULL,NULL,NULL
100079,"2023-01-25","20:23:00",28,"Delivered","Net Banking",2236,"Eiravati Nagar","Patna",586,"Blue Kitchen","Kochi","Italian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,468.00,0.00,46.80,"ZOM8PC7U","Summer Splash",23.40,NULL,3,3,2,"Average experience.","Neutral",14.60,2.80,"Clear"
100080,"2024-10-19","15:54:00",32,"Delivered","Cash on Delivery",3005,"isha bassi","Indore",761,"Tasty House","Ahmedabad","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,600.00,30.00,0.00,NULL,NULL,30.00,660.00,4,5,4,"Amazing experience overall.","Positive",27.10,25.50,"Clear"
100080,"2024-10-19","15:54:00",32,"Delivered","Cash on Delivery",3005,"isha bassi","Indore",761,"Tasty House","Ahmedabad","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,600.00,30.00,0.00,NULL,NULL,30.00,660.00,4,5,4,"Amazing experience overall.","Positive",25.90,26.20,"Clear"
100081,"2024-12-15","09:16:00",32,"Delivered","Wallet",7749,"EKIYA ARYA","Surat",201,"Green Bites","Hyderabad","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,383.00,25.00,0.00,NULL,NULL,19.15,427.15,5,5,4,"Loved the taste, will order again.","Positive",17.00,0.00,"Cloudy"
100081,"2024-12-15","09:16:00",32,"Delivered","Wallet",7749,"EKIYA ARYA","Surat",201,"Green Bites","Hyderabad","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,383.00,25.00,0.00,NULL,NULL,19.15,427.15,5,5,4,"Loved the taste, will order again.","Positive",16.30,0.80,"Stormy"
100081,"2024-12-15","09:16:00",32,"Delivered","Wallet",7749,"EKIYA ARYA","Surat",201,"Green Bites","Hyderabad","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,383.00,25.00,0.00,NULL,NULL,19.15,427.15,5,5,4,"Loved the taste, will order again.","Positive",17.00,8.40,"Clear"
100082,"2024-09-10","17:13:00",41,"Delivered","Wallet",2893,"Zaitra Tailor","Nashik",479,"Urban Cafe","Mumbai","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,401.00,25.00,60.15,"ZOM1GUJ8","Summer Splash",20.05,385.90,NULL,NULL,NULL,NULL,NULL,20.70,59.40,"Clear"
100083,"2024-03-24","14:16:00",25,"Cancelled","Net Banking",1228,"Bimala Chanda","Hyderabad",620,"Blue House","Kolkata","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,486.00,20.00,72.90,"ZOM1GUJ8","Summer Splash",24.30,457.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100084,"2024-11-19","21:03:00",23,"Delivered","UPI",7750,"Neha Sachdeva","Patna",54,"Golden Cafe","Surat","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,623.00,49.00,0.00,NULL,NULL,31.15,703.15,4,5,4,"Loved the taste, will order again.","Positive",29.00,55.30,"Clear"
100085,"2023-08-16","20:57:00",31,"Delivered","Cash on Delivery",237,"Ubika Balay","Chandigarh",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,392.00,0.00,0.00,NULL,NULL,19.60,411.60,5,5,5,"Delivery partner was very polite.","Positive",NULL,NULL,NULL
100086,"2023-04-15","12:05:00",33,"Delivered","Credit Card",10553,"Saanvi Badami","Pune",871," Tasty Grill  ","Indore","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,212.00,30.00,0.00,NULL,NULL,10.60,252.60,2,2,3,"Wrong item delivered.","Negative",26.50,NULL,"Clear"
100087,"2023-07-03","12:51:00",61,"Delivered Late","Debit Card",2747,"Caleb Ghosh","Nagpur",379,"Curry Kitchen","Visakhapatnam","North Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,261.00,40.00,0.00,NULL,NULL,13.05,314.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100088,"2024-03-10","15:02:00",48,"Cancelled","Credit Card",7788,"Maanav Bakshi","Indore",45,"Spicy Cafe","Hyderabad","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,444.00,30.00,0.00,NULL,NULL,22.20,496.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100089,"2024-12-30","20:51:00",27,"Delivered","Credit Card",5309,"Ekta Dave","Guwahati",903,"Curry Bites","Delhi","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,429.00,20.00,0.00,NULL,NULL,21.45,470.45,3,3,2,NULL,"Neutral",20.80,0.00,"Rainy"
100089,"2024-12-30","20:51:00",27,"Delivered","Credit Card",5309,"Ekta Dave","Guwahati",903,"Curry Bites","Delhi","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,429.00,20.00,0.00,NULL,NULL,21.45,470.45,3,3,2,NULL,"Neutral",25.10,0.00,"Stormy"
100089,"2024-12-30","20:51:00",27,"Delivered","Credit Card",5309,"Ekta Dave","Guwahati",903,"Curry Bites","Delhi","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,429.00,20.00,0.00,NULL,NULL,21.45,470.45,3,3,2,NULL,"Neutral",16.50,0.00,"Clear"
100090,"2024-08-29","14:01:00",35,"Delivered","Net Banking",1364,"Benjamin Bhakta","Surat",971,"Urban Hub","Raipur","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,317.00,0.00,0.00,NULL,NULL,15.85,332.85,5,5,4,"Amazing experience overall.","Positive",NULL,NULL,NULL
100091,"2024-03-03","19:50:00",48,"Cancelled","Cash on Delivery",2671,"Simon Bakshi","Patna",292,"Blue Treats","Surat","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,394.00,20.00,0.00,NULL,NULL,19.70,433.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100092,"2023-01-23","15:58:00",30,"Delivered","Wallet",6334,"Aarnav Chakraborty","Nashik",275,"Blue Point","Ludhiana","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,603.00,30.00,0.00,NULL,NULL,30.15,663.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100093,"2023-04-19","13:03:00",8,"Delivered","Cash on Delivery",5598,"Sachi Mutti","Jaipur",373,"Urban Hub","Bhopal","Seafood",NULL,NULL,NULL,NULL,NULL,NULL,NULL,292.00,49.00,0.00,NULL,NULL,14.60,355.60,4,5,4,"Packaging was excellent and food was hot.","Positive",37.90,0.10,"Cloudy"
100093,"2023-04-19","13:03:00",8,"Delivered","Cash on Delivery",5598,"Sachi Mutti","Jaipur",373,"Urban Hub","Bhopal","Seafood",NULL,NULL,NULL,NULL,NULL,NULL,NULL,292.00,49.00,0.00,NULL,NULL,14.60,355.60,4,5,4,"Packaging was excellent and food was hot.","Positive",28.60,8.80,"Clear"
100093,"2023-04-19","13:03:00",8,"Delivered","Cash on Delivery",5598,"Sachi Mutti","Jaipur",373,"Urban Hub","Bhopal","Seafood",NULL,NULL,NULL,NULL,NULL,NULL,NULL,292.00,49.00,0.00,NULL,NULL,14.60,355.60,4,5,4,"Packaging was excellent and food was hot.","Positive",31.80,2.00,"Humid"
100094,"2023-12-12","13:39:00",24,"Delivered","Credit Card",10818,"Zaitra Mittal","Delhi",254,"Curry Grill","Pune","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,292.00,49.00,58.40,"ZOMQ052J","Festive Feast",14.60,297.20,2,2,3,"Food arrived cold and late.","Negative",14.30,0.90,"Humid"
100094,"2023-12-12","13:39:00",24,"Delivered","Credit Card",10818,"Zaitra Mittal","Delhi",254,"Curry Grill","Pune","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,292.00,49.00,58.40,"ZOMQ052J","Festive Feast",14.60,297.20,2,2,3,"Food arrived cold and late.","Negative",14.90,0.00,"Humid"
100095,"2024-12-27","08:17:00",37,"Cancelled","Cash on Delivery",11506,"Naksh Sagar","Raipur",691,"Tasty Kitchen","Nashik","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,323.00,25.00,96.90,"ZOMZ8XAW","Payday Delight",16.15,267.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100096,"2024-05-26","20:04:00",33,"Cancelled","Wallet",11306,"Bishakha Banerjee","Patna",1163,"Royal Kitchen","Chandigarh","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,408.00,49.00,0.00,NULL,NULL,20.40,477.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100097,"2024-12-02","17:48:00",32,"Food Not Delivered","Wallet",4391,"Tanveer Dalal","Kochi",420,"The Grill","Ludhiana","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,411.00,25.00,0.00,NULL,NULL,20.55,456.55,5,4,5,"Best biryani in town!","Positive",NULL,NULL,NULL
100098,"2024-10-04","11:57:00",8,"Delivered","Debit Card",5883,"Oscar Nath","Pune",732,"Spicy House","Delhi","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,411.00,40.00,123.30,"ZOMHEH0W","Late Night Cravings",20.55,348.25,2,1,2,"Order was incomplete.","Negative",NULL,NULL,NULL
100099,"2024-06-20","19:01:00",32,"Delivered","Net Banking",5386,"Yasti Venkataraman","Bhubaneswar",934,"golden grill","Vadodara","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,336.00,20.00,0.00,NULL,NULL,16.80,372.80,3,3,4,NULL,"Neutral",24.80,67.90,"Clear"
100099,"2024-06-20","19:01:00",32,"Delivered","Net Banking",5386,"Yasti Venkataraman","Bhubaneswar",934,"golden grill","Vadodara","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,336.00,20.00,0.00,NULL,NULL,16.80,372.80,3,3,4,NULL,"Neutral",24.20,5.60,"Clear"
100099,"2024-06-20","19:01:00",32,"Delivered","Net Banking",5386,"Yasti Venkataraman","Bhubaneswar",934,"golden grill","Vadodara","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,336.00,20.00,0.00,NULL,NULL,16.80,372.80,3,3,4,NULL,"Neutral",24.00,426.30,"Clear"
100099,"2024-06-20","19:01:00",32,"Delivered","Net Banking",5386,"Yasti Venkataraman","Bhubaneswar",934,"golden grill","Vadodara","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,336.00,20.00,0.00,NULL,NULL,16.80,372.80,3,3,4,NULL,"Neutral",32.70,752.30,"Clear"
100100,"2023-05-02","01:57:00",31,"Cancelled","Net Banking",6916,"Daniel Gour","Delhi",1088,"Spicy Kitchen","Chandigarh","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,325.00,20.00,32.50,"ZOMQJT3W","First Order Free Delivery",16.25,328.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100101,"2024-02-02","10:03:00",28,"Delivered","Cash on Delivery",4530,"Dhriti Gour","Kochi",786,"The Hub","Mumbai","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,492.00,0.00,0.00,NULL,NULL,24.60,516.60,2,3,2,"Quality was not up to the mark.","Negative",22.20,8.30,"Clear"
100102,"2024-02-15","03:23:00",40,"Delivered","Net Banking",7247,"Gaurangi Chaudhari","Pune",11,"Urban Point","Jaipur","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,732.00,49.00,0.00,NULL,NULL,36.60,817.60,3,2,3,"Delivery was on time but food was mediocre.","Neutral",21.70,2.30,"Cloudy"
100102,"2024-02-15","03:23:00",40,"Delivered","Net Banking",7247,"Gaurangi Chaudhari","Pune",11,"Urban Point","Jaipur","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,732.00,49.00,0.00,NULL,NULL,36.60,817.60,3,2,3,"Delivery was on time but food was mediocre.","Neutral",23.20,4.60,"Cloudy"
100103,"2024-08-02","16:19:00",31,"Delivered","Wallet",4698,"Aahana Vora","Pune",688,"The Bites","Bhubaneswar","Continental",NULL,NULL,NULL,NULL,NULL,NULL,NULL,378.00,20.00,0.00,NULL,NULL,18.90,416.90,2,3,2,NULL,"Negative",18.30,3.30,"Foggy"
100103,"2024-08-02","16:19:00",31,"Delivered","Wallet",4698,"Aahana Vora","Pune",688,"The Bites","Bhubaneswar","Continental",NULL,NULL,NULL,NULL,NULL,NULL,NULL,378.00,20.00,0.00,NULL,NULL,18.90,416.90,2,3,2,NULL,"Negative",26.70,231.70,"Humid"
100104,"2023-03-21","21:54:00",24,"Delivered","Credit Card",4094,"Zayyan Pant","Bhubaneswar",19,"Green Cafe","Ahmedabad","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,366.00,30.00,0.00,NULL,NULL,18.30,414.30,5,5,5,"Packaging was excellent and food was hot.","Positive",NULL,NULL,NULL
100105,"2023-04-08","14:24:00",36,"Cancelled","UPI",11441,"Charvi Gupta","Kolkata",180,"Golden Cafe","Guwahati","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,364.00,49.00,0.00,NULL,NULL,18.20,431.20,NULL,NULL,NULL,NULL,NULL,35.30,0.00,"Humid"
100106,"2024-03-25","04:57:00",69,"Delivered Late","Cash on Delivery",11400,"Dakshesh Hayre","Nagpur",151,"Royal Bites","Chennai","Italian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,472.00,0.00,0.00,NULL,NULL,23.60,495.60,5,5,5,"Packaging was excellent and food was hot.","Positive",30.20,5.60,"Cloudy"
100107,"2023-04-28","16:43:00",19,"Delivered","Debit Card",2519,"Hredhaan Ghosh","Delhi",851,"Green Cafe","Visakhapatnam","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,336.00,20.00,0.00,NULL,NULL,16.80,372.80,5,4,5,"Delivery partner was very polite.","Positive",31.00,32.30,"Rainy"
100108,"2024-04-08","16:33:00",50,"Food Not Delivered","Debit Card",723,"Umang Datta","Chandigarh",1097,"Curry Point","Guwahati","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,272.00,0.00,54.40,"ZOM5H7Z1","Mega Cashback Week",13.60,231.20,1,1,2,NULL,"Negative",NULL,NULL,NULL
100109,"2023-10-25","09:07:00",37,"Delivered","Credit Card",11332,"Brijesh Prabhakar","Indore",21,"Tasty Treats","Bhopal","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,523.00,40.00,0.00,NULL,NULL,26.15,589.15,NULL,NULL,NULL,NULL,NULL,27.50,NULL,"Clear"
100110,"2023-05-05","10:41:00",34,"Delivered","Net Banking",8554,"Onveer Boase","Surat",873,"Grand Bites","Bengaluru","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,258.00,0.00,0.00,NULL,NULL,12.90,270.90,4,3,4,"Amazing experience overall.","Positive",28.20,12.90,"Cloudy"
100111,"2023-06-03","21:22:00",28,"Delivered","Net Banking",5779,"Radhika Srivastava","Nashik",260,"Grand Grill","Nagpur","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,179.00,40.00,0.00,NULL,NULL,8.95,227.95,5,5,5,"Packaging was excellent and food was hot.","Positive",26.00,16.20,"Rainy"
100112,"2023-08-30","20:56:00",30,"Food Not Delivered","Debit Card",4549,"reva pathak","Mumbai",1052,"Urban Treats","Chandigarh","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,340.00,20.00,0.00,NULL,NULL,17.00,377.00,2,1,3,"Delivery took way too long.","Negative",32.00,150.70,"Clear"
100112,"2023-08-30","20:56:00",30,"Food Not Delivered","Debit Card",4549,"reva pathak","Mumbai",1052,"Urban Treats","Chandigarh","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,340.00,20.00,0.00,NULL,NULL,17.00,377.00,2,1,3,"Delivery took way too long.","Negative",30.30,67.40,"Cloudy"
100112,"2023-08-30","20:56:00",30,"Food Not Delivered","Debit Card",4549,"reva pathak","Mumbai",1052,"Urban Treats","Chandigarh","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,340.00,20.00,0.00,NULL,NULL,17.00,377.00,2,1,3,"Delivery took way too long.","Negative",29.00,118.60,"Rainy"
100112,"2023-08-30","20:56:00",30,"Food Not Delivered","Debit Card",4549,"reva pathak","Mumbai",1052,"Urban Treats","Chandigarh","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,340.00,20.00,0.00,NULL,NULL,17.00,377.00,2,1,3,"Delivery took way too long.","Negative",22.20,145.60,"Cloudy"
100113,"2023-02-19","09:20:00",19,"Cancelled","Credit Card",1960,"Ekani Ranganathan","Mumbai",90,"Blue Kitchen","Visakhapatnam","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,533.00,0.00,159.90,"ZOMC0WRD","Mega Cashback Week",26.65,399.75,NULL,NULL,NULL,NULL,NULL,19.70,0.00,"Humid"
100114,"2024-02-26","17:55:00",20,"Cancelled","Cash on Delivery",11450,"Nandini Modi","Ludhiana",479,"Urban Cafe","Mumbai","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,241.00,49.00,0.00,NULL,NULL,12.05,302.05,NULL,NULL,NULL,NULL,NULL,19.40,3.80,"Cloudy"
100115,"2024-04-18","14:52:00",35,"Delivered","Net Banking",4220,"Aarna Choudhary","Hyderabad",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182.00,30.00,0.00,NULL,NULL,9.10,221.10,5,5,5,"Delivery partner was very polite.","Positive",NULL,NULL,NULL
100116,"2023-08-23","20:39:00",41,"Delivered","Wallet",2028,"Madhav Sandhu","Coimbatore",92,"Tasty Diner","Chandigarh","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,123.00,25.00,0.00,NULL,NULL,6.15,154.15,5,5,4,"Great food and fast delivery!","Positive",NULL,NULL,NULL
100117,"2023-05-07","18:11:00",34,"Cancelled","Net Banking",10569,"Deepa Vyas","Kolkata",1074,"Urban Cafe","Ahmedabad","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,340.00,25.00,0.00,NULL,NULL,17.00,382.00,NULL,NULL,NULL,NULL,NULL,32.60,0.80,"Humid"
100118,"2023-04-08","06:31:00",46,"Delivered Late","Cash on Delivery",11722,"Jack Sani","Guwahati",469,"Royal Treats","Nashik","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,431.00,25.00,43.10,"ZOMSQ890","Festive Feast",21.55,434.45,3,2,2,NULL,"Neutral",NULL,NULL,NULL
100119,"2023-09-22","20:13:00",32,"Delivered","Wallet",8772,"Chaitanya Ratti","Raipur",509,"Tasty Cafe","Guwahati","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,545.00,40.00,0.00,NULL,NULL,27.25,612.25,4,4,3,"Loved the taste, will order again.","Positive",22.80,28.00,"Humid"
100120,"2023-11-01","17:39:00",287,"Delivered","Credit Card",5843,"Chanakya Bobal","Bhopal",1,"Curry Cafe","Vadodara","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,475.00,40.00,0.00,NULL,NULL,23.75,538.75,3,4,3,NULL,"Neutral",NULL,NULL,NULL
100121,"2023-07-31","17:10:00",36,"Delivered","Cash on Delivery",6988,"Shivansh Sethi","Nashik",1054,"Royal Diner","Delhi","Italian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,426.00,20.00,213.00,"ZOMKXZZW","Republic Day Offer",21.30,254.30,4,4,4,"Packaging was excellent and food was hot.","Positive",29.00,46.80,"Humid"
100121,"2023-07-31","17:10:00",36,"Delivered","Cash on Delivery",6988,"Shivansh Sethi","Nashik",1054,"Royal Diner","Delhi","Italian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,426.00,20.00,213.00,"ZOMKXZZW","Republic Day Offer",21.30,254.30,4,4,4,"Packaging was excellent and food was hot.","Positive",26.40,134.50,"Clear"
100122,"2024-11-04","20:37:00",24,"Delivered","Credit Card",9246,"Jai Konda","Kochi",1181," Golden Treats  ","Coimbatore","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,419.00,25.00,0.00,NULL,NULL,20.95,464.95,3,2,3,NULL,"Neutral",34.90,12.60,"Clear"
100122,"2024-11-04","20:37:00",24,"Delivered","Credit Card",9246,"Jai Konda","Kochi",1181," Golden Treats  ","Coimbatore","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,419.00,25.00,0.00,NULL,NULL,20.95,464.95,3,2,3,NULL,"Neutral",33.80,1.10,"Humid"
100123,"2023-08-19","21:42:00",30,"Delivered","Debit Card",11231,"Indrajit Virk","Delhi",490,"Green Corner","Guwahati","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,449.00,25.00,179.60,"ZOMPY36Z","Mega Cashback Week",22.45,NULL,1,2,1,"Wrong item delivered.","Negative",31.90,0.00,"Cloudy"
100123,"2023-08-19","21:42:00",30,"Delivered","Debit Card",11231,"Indrajit Virk","Delhi",490,"Green Corner","Guwahati","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,449.00,25.00,179.60,"ZOMPY36Z","Mega Cashback Week",22.45,NULL,1,2,1,"Wrong item delivered.","Negative",20.40,102.70,"Clear"
100123,"2023-08-19","21:42:00",30,"Delivered","Debit Card",11231,"Indrajit Virk","Delhi",490,"Green Corner","Guwahati","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,449.00,25.00,179.60,"ZOMPY36Z","Mega Cashback Week",22.45,NULL,1,2,1,"Wrong item delivered.","Negative",35.20,212.70,"Rainy"
100123,"2023-08-19","21:42:00",30,"Delivered","Debit Card",11231,"Indrajit Virk","Delhi",490,"Green Corner","Guwahati","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,449.00,25.00,179.60,"ZOMPY36Z","Mega Cashback Week",22.45,NULL,1,2,1,"Wrong item delivered.","Negative",32.90,271.20,"Clear"
